2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:51,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
2023-03-06 11:03:52,47.55747986,-57.22529221
